Campus Name,Campus,Campus Type,Campus Type Description
FRANKLIN D ROOSEVELT EL,240903123,11,City: Large
FRANKLIN D ROOSEVELT H S,57905013,11,City: Large
FRANKLIN EL,15907126,11,City: Large
FRANKLIN EL,15915193,21,Suburb: Large
FRANKLIN EL,101912155,11,City: Large
FRANKLIN EL,109904101,32,Town: Distant
FRANKLIN EL,243905112,12,City: Midsize
FRANKLIN H S,71902010,11,City: Large
FRANKLIN H S,198903001,42,Rural: Distant
FRANKLIN MIDDLE,198903041,42,Rural: Distant
FRANKSTON EL,1904102,42,Rural: Distant
FRANKSTON H S,1904001,42,Rural: Distant
FRANKSTON MIDDLE,1904041,42,Rural: Distant
FRANZ EL,101914126,21,Suburb: Large
FRAZIER EL,101907117,21,Suburb: Large
FRAZIER EL,126902102,21,Suburb: Large
FRAZIER EL,101917127,11,City: Large
FRED AND PATTI SHAFER EL,101914137,21,Suburb: Large
FRED BOOTH,31912101,22,Suburb: Midsize
FRED DOUGLASS,37904103,41,Rural: Fringe
FRED DOUGLASS EARLY CHILDHOOD CENTER,91906101,13,City: Small
FRED EL,229904101,42,Rural: Distant
FRED H TALLY EL,133903109,33,Town: Remote
FRED MOORE H S,61901039,12,City: Midsize
FRED ROBERTS MIDDLE,101917147,11,City: Large
FRED W EDWARDS ACADEMY AEC,14909008,13,City: Small
FREDDA NOTTINGHAM ALTERNATIVE EDUCATION CENTER,146902007,32,Town: Distant
FREDDY GONZALEZ EL,108904112,13,City: Small
FREDERICK A DOUGLASS LEARNING ACADEMY,146901004,31,Town: Fringe
FREDERICK DOUGLASS EL,57905266,11,City: Large
FREDERICKSBURG EL,86901102,33,Town: Remote
FREDERICKSBURG H S,86901001,33,Town: Remote
FREDERICKSBURG MIDDLE,86901041,33,Town: Remote
FREDERICKSBURG PRI,86901104,33,Town: Remote
FREDONIA EL,174904103,33,Town: Remote
FREEDOM EL,220907117,11,City: Large
FREEDOM EL,15917105,41,Rural: Fringe
FREEDOM EL,240903134,41,Rural: Fringe
FREEMAN EL,57903128,12,City: Midsize
FREEMAN EL,101917103,11,City: Large
FREEMAN EL,57909109,21,Suburb: Large
FREEPORT EL,20905104,23,Suburb: Small
FREEPORT INT,20905042,23,Suburb: Small
FREER H S,66903002,43,Rural: Remote
FREER J H,66903042,43,Rural: Remote
FREIHEIT EL,46902115,13,City: Small
FRENCH EL,101915131,21,Suburb: Large
FRENSHIP H S,152907001,22,Suburb: Midsize
FRENSHIP MIDDLE,152907041,22,Suburb: Midsize
FRIENDSHIP EL,220907122,11,City: Large
FRIENDSWOOD H S,84911001,21,Suburb: Large
FRIENDSWOOD J H,84911041,41,Rural: Fringe
FRIONA EL,185903101,33,Town: Remote
FRIONA H S,185903001,33,Town: Remote
FRIONA J H,185903041,33,Town: Remote
FRIONA PRI,185903102,33,Town: Remote
FRISCO H S,43905001,21,Suburb: Large
FRONTIER EL,20902109,41,Rural: Fringe
FROST EL,175905101,42,Rural: Distant
FROST EL,246904103,13,City: Small
FROST EL,101912156,41,Rural: Fringe
FROST EL,79901120,21,Suburb: Large
FROST H S,175905001,42,Rural: Distant
FROSTWOOD EL,101920104,21,Suburb: Large
FRUITVALE H S,234909001,42,Rural: Distant
FRUITVALE MIDDLE,234909041,42,Rural: Distant
FRY INT,84906101,41,Rural: Fringe
FT CONCHO EL,226903111,12,City: Midsize
FT DAVIS SCHOOL,122901001,43,Rural: Remote
FT SAM HOUSTON EL,15914101,11,City: Large
FULSHEAR H S,79901010,41,Rural: Fringe
FULTON LEARNING CENTER,4901101,32,Town: Distant
FURNEAUX EL,57903116,21,Suburb: Large
FURR H S,101912004,11,City: Large
FW RGNL PROGRAM FOR DEAF,220905193,11,City: Large
G E 'BUDDY' WEST EL,68901132,22,Suburb: Midsize
G H WHITCOMB EL,84910108,11,City: Large
G L WILEY OPPORTUNITY CENTER,161914005,12,City: Midsize
G W CARVER 6TH GRADE STEM LEARNING CENTER,57913042,21,Suburb: Large
G W CARVER EARLY CHILDHOOD CENTER,70903107,32,Town: Distant
G W CARVER MIDDLE,161914048,12,City: Midsize
G W HARBY J H,20901043,41,Rural: Fringe
G W KENNEMER MIDDLE,57907043,11,City: Large
G W ROBINSON,84910126,21,Suburb: Large
GABE P ALLEN CHARTER SCHOOL,57905103,11,City: Large
GAINESVILLE H S,49901001,41,Rural: Fringe
GAINESVILLE J H,49901041,32,Town: Distant
GALATAS EL,170902120,13,City: Small
GALE POND ALAMO EL,68901101,12,City: Midsize
GALENA PARK EL,101910104,21,Suburb: Large
GALENA PARK H S,101910002,21,Suburb: Large
GALENA PARK ISD CAREER & TECHNICAL ECHS,101910030,21,Suburb: Large
GALENA PARK MIDDLE,101910041,21,Suburb: Large
GALINDO EL,227901176,11,City: Large
GALLEGOS EL,31901138,12,City: Midsize
GALLEGOS EL,101912291,11,City: Large
GALLOWAY EL,57914103,21,Suburb: Large
GALM EL,15915144,21,Suburb: Large
GALM ROAD AREA H S,15915029,21,Suburb: Large
GALVAN EL,178904150,11,City: Large
GALVESTON CO DETENTION CTR,84901012,41,Rural: Fringe
GALVESTON CO J J A E P,84901010,41,Rural: Fringe
GALVESTON CO J J A E P,84902003,41,Rural: Fringe
GALVESTON CO J J A E P,84909002,41,Rural: Fringe
GALVESTON CO JJAEP,84910005,41,Rural: Fringe
GANADO EL,120902101,42,Rural: Distant
GANADO H S,120902001,42,Rural: Distant
GANADO JH,120902041,42,Rural: Distant
GARCIA EARLY CHILDHOOD CENTER,125901112,32,Town: Distant
GARCIA EL,178904115,11,City: Large
GARCIA EL,101912283,11,City: Large
GARCIA MIDDLE,101902053,21,Suburb: Large
GARCIA MIDDLE,31901053,12,City: Midsize
GARCIA MIDDLE,15915057,11,City: Large
GARCIA YMLA,227901064,41,Rural: Fringe
GARCIA-LEZA EC/PK/K,101902163,21,Suburb: Large
GARDEN CITY EL,87901101,43,Rural: Remote
GARDEN CITY H S,87901001,43,Rural: Remote
GARDEN OAKS MONTESSORI,101912157,11,City: Large
GARDEN PARK EL,31901106,12,City: Midsize
GARDEN RIDGE EL,46902102,41,Rural: Fringe
GARDEN RIDGE EL,61902120,21,Suburb: Large
GARDEN VILLAS EL,101912158,11,City: Large
GARDENDALE EL,15905108,11,City: Large
GARDENDALE PRE-K 4 SA EARLY LEARNING,15905140,11,City: Large
GARDENS EL,101917104,21,Suburb: Large
GARFIELD EL,101917105,11,City: Large
GARFIELD EL,233901102,33,Town: Remote
GARLAND AEC,57909053,21,Suburb: Large
GARLAND H S,57909002,21,Suburb: Large
GARLAND MCMEANS J H,101914047,21,Suburb: Large
GARNER EL,184911101,42,Rural: Distant
GARNER FINE ARTS ACADEMY,57910121,21,Suburb: Large
GARNER MIDDLE,15910042,11,City: Large
GARRETT EL,101924111,21,Suburb: Large
GARRETT PRI,3903125,33,Town: Remote
GARRIGA EL,31909102,32,Town: Distant
GARRISON EL,174903101,43,Rural: Remote
GARRISON H S,174903001,43,Rural: Remote
GARRISON MIDDLE,174903041,43,Rural: Remote
GARWOOD EL,45903103,42,Rural: Distant
GARY AND BOBBYE JACK MINSHEW EL,43907121,22,Suburb: Midsize
GARY SCHOOL,183904001,42,Rural: Distant
GARY W CAMPBELL H S,129903003,32,Town: Distant
GARZA COUNTY REGIONAL JUVENILE CENTER,85902040,41,Rural: Fringe
GARZA EL,31901124,12,City: Midsize
GARZA EL,108906122,12,City: Midsize
GARZA INDEPENDENCE H S,227901015,11,City: Large
GATES EL,15907127,11,City: Large
GATESVILLE EL,50902101,32,Town: Distant
GATESVILLE H S,50902001,32,Town: Distant
GATESVILLE INT,50902103,32,Town: Distant
GATESVILLE J H,50902041,32,Town: Distant
GATESVILLE PRI,50902102,32,Town: Distant
GATEWAY,107906002,41,Rural: Fringe
GATEWAY CHARTER ACADEMY,57831001,11,City: Large
GATEWAY CHARTER ACADEMY - MIDDLE - H S,57831002,11,City: Large
GATEWAY COLLEGE PREPARATORY SCHOOL,14804006,41,Rural: Fringe
GATEWAY EL,117901106,32,Town: Distant
GATEWAY H S,14906004,12,City: Midsize
GATEWAY MIDDLE,14906009,12,City: Midsize
GATEWAY STUDENT SUPPORT CTR,243901002,31,Town: Fringe
GATEWAY TECH H S,14804005,13,City: Small
GATEWAY TO GRADUATION ACADEMY,31912009,22,Suburb: Midsize
GATTIS EL,246909121,12,City: Midsize
GAUSE EL,166902101,42,Rural: Distant
GENE BURTON COLLEGE AND CAREER ACADEMY,199901005,21,Suburb: Large
GENE HOWE EL,191901101,12,City: Midsize
GENE M REED EL,43901104,21,Suburb: Large
GENE PIKE MIDDLE,61911043,41,Rural: Fringe
GENERAL RICARDO SANCHEZ EL,214901111,41,Rural: Fringe
GENERAL TOMMY FRANKS EL,165901135,12,City: Midsize
GENESIS CAMPUS,25908003,11,City: Large
GENESIS CAMPUS PRE-K THRU 5,57816102,11,City: Large
GENESIS H S,11901022,32,Town: Distant
GENEVA HEIGHTS EL,57905174,11,City: Large
GENOA EL,101917106,11,City: Large
GENTRY EL,57914130,41,Rural: Fringe
GENTRY J H,101911046,41,Rural: Fringe
GEORGE B DEALEY MONTESSORI ACADEMY,57905134,11,City: Large
GEORGE BUSH H S,79907011,21,Suburb: Large
GEORGE CLARKE EL,220905115,11,City: Large
GEORGE CULLENDER KIND,238902109,32,Town: Distant
GEORGE DAWSON MIDDLE,220919043,21,Suburb: Large
GEORGE E KELLY EL,15907143,11,City: Large
GEORGE GERVIN ACADEMY,15802001,11,City: Large
GEORGE H W BUSH NEW TECH ODESSA,68901011,12,City: Midsize
GEORGE HERBERT WALKER BUSH EL,57905304,21,Suburb: Large
GEORGE I SANCHEZ CHARTER,101804001,11,City: Large
GEORGE I SANCHEZ NORTH,101804004,11,City: Large
GEORGE J ANDERSON EL,43901109,21,Suburb: Large
GEORGE J H,79901042,21,Suburb: Large
GEORGE M KOZMETSKY SCHOOL,227806015,11,City: Large
GEORGE PEABODY EL,57905190,11,City: Large
GEORGE RANCH H S,79901009,41,Rural: Fringe
GEORGE W BUSH EL,43914111,41,Rural: Fringe
GEORGE W CARVER EARLY EDUCATION CENTER,28902102,41,Rural: Fringe
GEORGE W TRUETT EL,57905218,11,City: Large
GEORGE WAGNER MIDDLE,246904045,41,Rural: Fringe
GEORGE WASHINGTON CARVER EL,57909159,21,Suburb: Large
GEORGE WASHINGTON CARVER EL,102901103,42,Rural: Distant
GEORGE WASHINGTON MIDDLE,240903045,11,City: Large
GEORGE WEST EL,149901101,43,Rural: Remote
GEORGE WEST H S,149901001,43,Rural: Remote
GEORGE WEST J H,149901041,43,Rural: Remote
GEORGE WEST PRI,149901102,43,Rural: Remote
GEORGETOWN ALTER PROG,246904003,41,Rural: Fringe
GEORGETOWN BEHAVIORAL HEALTH INSTITUTE,227806044,13,City: Small
GEORGETOWN CHARTER ACADEMY,14803002,13,City: Small
GEORGETOWN H S,246904001,13,City: Small
GERALDINE PALMER EL,108909107,21,Suburb: Large
GERARD EL,126903108,31,Town: Fringe
GHOLSON SCHOOL,161925101,42,Rural: Distant
GIBBS PRE-K CENTER,236902102,32,Town: Distant
GIBSON EL,178904116,11,City: Large
GIDDINGS EL,144901101,33,Town: Remote
GIDDINGS H S,144901001,41,Rural: Fringe
GIDDINGS INT,144901103,41,Rural: Fringe
GIDDINGS MIDDLE,144901041,41,Rural: Fringe
GIESINGER EL,170902119,13,City: Small
GILBERT CUELLAR SR EL,57905276,11,City: Large
GILBERT F M EL,57912122,12,City: Midsize
GILBERT GERDES J H,28903041,32,Town: Distant
GILBERT INT,72903103,33,Town: Remote
GILBERT J MIRCOVICH EL,205903104,31,Town: Fringe
GILBERT WILLIE SR EL,129906108,32,Town: Distant
GILBREATH-REED CAREER AND TECHNICAL CENTER,57909012,21,Suburb: Large
GILLETT INT,137901041,32,Town: Distant
GILLETTE EL,15904107,11,City: Large
GILMER EL,230902102,41,Rural: Fringe
GILMER H S,230902002,31,Town: Fringe
GILMER INT,230902103,41,Rural: Fringe
GINGER MCNABB EL,101919121,21,Suburb: Large
GINNINGS EL,61901110,12,City: Midsize
GIVENS EARLY CHILDHOOD CENTER,139909105,33,Town: Remote
GLADEWATER H S,92901001,23,Suburb: Small
GLADEWATER MIDDLE,92901042,23,Suburb: Small
GLADEWATER PRI,92901102,23,Suburb: Small
GLADYS POLK EL,20905113,23,Suburb: Small
GLASS EL,15915111,11,City: Large
GLEASON EL,101907136,21,Suburb: Large
GLEN COUCH EL,57909157,21,Suburb: Large
GLEN COVE EL,71905129,11,City: Large
GLEN LOCH EL,170902116,13,City: Small
GLEN OAKS EL,43907109,22,Suburb: Midsize
GLEN PARK EL,220905132,11,City: Large
GLEN ROSE EL,213901101,42,Rural: Distant
GLEN ROSE H S,213901001,42,Rural: Distant
GLEN ROSE INT,213901102,42,Rural: Distant
GLEN ROSE J H SCHOOL,213901041,42,Rural: Distant
GLENCREST 6TH GRADE SCH,220905064,11,City: Large
GLENDA DAWSON H S,20908007,21,Suburb: Large
GLENHOPE EL,220906111,21,Suburb: Large
GLENMORE EL,226903112,12,City: Midsize
GLENN C HARDIN INT,57907109,21,Suburb: Large
GLENN EL,15915102,11,City: Large
GLENN H S,246913006,41,Rural: Fringe
GLENN HARMON EL,220908107,11,City: Large
GLENN MIDDLE,226903042,12,City: Midsize
GLENN YORK EL,20901114,21,Suburb: Large
GLENOAKS EL,15915103,11,City: Large
GLENWOOD EL,188901108,12,City: Midsize
GLOBAL LEADERSHIP ACADEMY AT BARBARA BUSH EL,57910122,21,Suburb: Large
GLORIA MARSHALL EL,101919128,21,Suburb: Large
GOALS,246909005,12,City: Midsize
GODDARD J H,165901046,12,City: Midsize
GODLEY EL,126911101,42,Rural: Distant
GODLEY H S,126911001,42,Rural: Distant
GODLEY INT,126911042,42,Rural: Distant
GODLEY LINKS ACADEMY,126911004,42,Rural: Distant
GODLEY MIDDLE,126911041,42,Rural: Distant
GODWIN EL,43911103,22,Suburb: Midsize
GOLD BURG SCHOOL,169906001,42,Rural: Distant
GOLDEN ACRES EL,101917107,21,Suburb: Large
GOLDEN MEADOWS EL,57909123,21,Suburb: Large
GOLDEN RULE,57835101,21,Suburb: Large
GOLDEN RULE CHARTER SCHOOL,57835001,11,City: Large
GOLDEN RULE DESOTO,57835102,21,Suburb: Large
GOLDEN RULE GRAND PRAIRIE,57835104,21,Suburb: Large
GOLDEN RULE SCHOOLS INC - WILMER,57835105,21,Suburb: Large
GOLDEN RULE SOUTHWEST,57835103,11,City: Large
GOLDTHWAITE EL,167901101,43,Rural: Remote
GOLDTHWAITE H S,167901001,43,Rural: Remote
GOLDTHWAITE MIDDLE,167901002,43,Rural: Remote
GOLFCREST EL,101912159,11,City: Large
GOLIAD EL,114901102,32,Town: Distant
GOLIAD EL,68901110,12,City: Midsize
GOLIAD EL,226903113,12,City: Midsize
GOLIAD EL,88902104,42,Rural: Distant
GOLIAD H S,88902001,42,Rural: Distant
GOLIAD MIDDLE,88902041,42,Rural: Distant
GONZALES EARLY CHILDHOOD CAMPUS,15907246,11,City: Large
GONZALES EAST AVENUE PRI,89901101,32,Town: Distant
GONZALES EL,68901111,12,City: Midsize
GONZALES EL,89901102,32,Town: Distant
GONZALES H S,89901001,32,Town: Distant
GONZALES J H,89901042,32,Town: Distant
GONZALES NORTH AVENUE INT,89901103,32,Town: Distant
GONZALES PRI ACADEMY,89901104,32,Town: Distant
GONZALEZ EL,31901130,12,City: Midsize
GONZALEZ EL,108906124,12,City: Midsize
GONZALO AND SOFIA GARCIA EL,71907105,41,Rural: Fringe
GOOD EL,57903105,21,Suburb: Large
GOOD EL,57912105,12,City: Midsize
GOOD STREET LEARNING CENTER,57905565,11,City: Large
GOODMAN EL,220901119,11,City: Large
GOODMAN EL,101902106,11,City: Large
GOODNIGHT MIDDLE,105902041,13,City: Small
GOODRICH EL,187903101,42,Rural: Distant
GOODRICH H S,187903001,42,Rural: Distant
GOODRICH MIDDLE,187903041,42,Rural: Distant
GOODSON MIDDLE,101907052,21,Suburb: Large
GOODWATER MONTESSORI SCHOOL,246802001,13,City: Small
GOODWIN FRAZIER EL,46902104,13,City: Small
GOOSE CREEK MEMORIAL,101911015,41,Rural: Fringe
GORDON SCHOOL,182901001,43,Rural: Remote
GORMAN H S,67904001,43,Rural: Remote
GORMAN MIDDLE,67904042,43,Rural: Remote
GORZYCKI MIDDLE,227901062,11,City: Large
GOSHEN CREEK EL,184902109,41,Rural: Fringe
GOVALLE EL,227901116,11,City: Large
GRACE E HARDEMAN EL,220902114,21,Suburb: Large
GRACE HARTMAN EL,199901110,21,Suburb: Large
GRACE R BRANDENBURG INT,57907110,21,Suburb: Large
GRACIELA GARCIA EL,108909127,21,Suburb: Large
GRADUATION PREP ACADEMY NAVARRO,227901026,11,City: Large
GRADUATION PREP ACADEMY TRAVIS,227901025,11,City: Large
GRADY BURNETT J H,43914041,21,Suburb: Large
GRADY SCHOOL,156905001,42,Rural: Distant
GRAFORD SCHOOL,182902001,43,Rural: Remote
GRAHAM EL,227901159,11,City: Large
GRAHAM EL,252901105,33,Town: Remote
GRAHAM H S,252901001,33,Town: Remote
GRAHAM J H,252901041,33,Town: Remote
GRAHAM LEARNING CTR,252901002,33,Town: Remote
GRANBURY H S,111901001,32,Town: Distant
GRANBURY MIDDLE,111901041,41,Rural: Fringe
GRAND OAKS EL,101921117,41,Rural: Fringe
GRAND OAKS H S,170902016,41,Rural: Fringe
GRAND PRAIRIE COLLEGIATE INSTITUTE,57910011,21,Suburb: Large
GRAND PRAIRIE FINE ARTS ACADEMY,57910001,21,Suburb: Large
GRAND PRAIRIE H S,57910002,21,Suburb: Large
GRAND SALINE EL,234904101,32,Town: Distant
GRAND SALINE H S,234904001,32,Town: Distant
GRAND SALINE INT,234904102,32,Town: Distant
GRAND SALINE MIDDLE,234904041,32,Town: Distant
GRANDFALLS-ROYALTY SCHOOL,238904001,43,Rural: Remote
GRANDVIEW EL,126904102,42,Rural: Distant
GRANDVIEW H S,126904001,42,Rural: Distant
GRANDVIEW HILLS EL,246913119,41,Rural: Fringe
GRANDVIEW J H,126904041,42,Rural: Distant
GRANDVIEW-HOPKINS EL,90905101,43,Rural: Remote
GRANGER SCHOOL,246905001,42,Rural: Distant
GRANGERLAND INT,170902068,41,Rural: Fringe
GRANT MIDDLE,178904056,11,City: Large
GRANTHAM ACADEMY,101902048,21,Suburb: Large
GRAPE CREEK H S,226907001,41,Rural: Fringe
GRAPE CREEK INT,226907101,41,Rural: Fringe
GRAPE CREEK MIDDLE,226907041,41,Rural: Fringe
GRAPE CREEK PRI,226907104,41,Rural: Fringe
GRAPELAND EL,113902102,43,Rural: Remote
GRAPELAND H S,113902002,43,Rural: Remote
GRAPELAND J H,113902041,43,Rural: Remote
GRAPEVINE EL,220906109,13,City: Small
GRAPEVINE H S,220906001,13,City: Small
GRAPEVINE MIDDLE,220906041,13,City: Small
GRAPEVINE-COLLEYVILLE COLLEGIATE ACADEMY AT TCC NE,220906008,21,Suburb: Large
GRAY EL,101902125,21,Suburb: Large
GRAY EL,57914128,21,Suburb: Large
GRAYSON COUNTY SPECIAL EDUCATION SSA,91917199,42,Rural: Distant
GREAT HEARTS FOREST HEIGHTS,15835006,11,City: Large
GREAT HEARTS IRVING,15835004,12,City: Midsize
GREAT HEARTS IRVING UPPER,15835007,12,City: Midsize
GREAT HEARTS MONTE VISTA,15835001,11,City: Large
GREAT HEARTS MONTE VISTA NORTH,15835002,11,City: Large
GREAT HEARTS NORTHERN OAKS,15835003,11,City: Large
GREAT HEARTS WESTERN HILLS,15835005,11,City: Large
GREAT OAKS EL,246909128,21,Suburb: Large
GREATHOUSE EL,165901128,12,City: Midsize
GREEN ACRES EL,171901105,33,Town: Remote
GREEN EL,71902162,11,City: Large
GREEN VALLEY EL,220902120,21,Suburb: Large
GREEN VALLEY EL,101910105,21,Suburb: Large
GREEN VALLEY EL,94902112,21,Suburb: Large
GREENBRIAR EL,220905134,11,City: Large
GREENFIELD EL,220918109,11,City: Large
GREENLEAF EL,170907102,21,Suburb: Large
GREENS PRAIRIE EL,21901110,41,Rural: Fringe
GREENSPOINT EL,101902135,21,Suburb: Large
GREENTREE EL,101913109,11,City: Large
GREENVILLE ALTERNATIVE EDUCATIONAL PROGRAM,116905004,32,Town: Distant
GREENVILLE H S,116905002,32,Town: Distant
GREENVILLE MIDDLE,116905041,32,Town: Distant
GREENWAYS INT,191901110,12,City: Midsize
GREENWOOD EL,165902101,41,Rural: Fringe
GREENWOOD FOREST EL,101915104,21,Suburb: Large
GREENWOOD H S,165902001,42,Rural: Distant
GREENWOOD HILLS EL,57916104,12,City: Midsize
GREENWOOD INT,165902103,42,Rural: Distant
GREGG EL,101912162,11,City: Large
GREGORY-LINCOLN ED CTR,101912058,11,City: Large
GREGORY-PORTLAND H S,205902001,21,Suburb: Large
GREGORY-PORTLAND MIDDLE,205902041,21,Suburb: Large
GRIFFIN EL,101914127,21,Suburb: Large
GRIFFIN EL,212905111,12,City: Midsize
GRIFFIN MIDDLE,61902044,21,Suburb: Large
GRIFFIN MIDDLE,43905046,21,Suburb: Large
GRIFFITH EL,20905114,23,Suburb: Small
GRIGGS EC/PK/K,101902161,21,Suburb: Large
GRIMES EDUCATION CENTER,57903003,21,Suburb: Large
GRISSOM EL,101912262,11,City: Large
GROESBECK H S,147902001,41,Rural: Fringe
GROESBECK MIDDLE,147902042,41,Rural: Fringe
GROOM SCHOOL,33901001,43,Rural: Remote
GROSS EL,101912369,11,City: Large
GROVES EL,123908101,22,Suburb: Midsize
GROVES EL,101913128,41,Rural: Fringe
GROVES MIDDLE,123908041,22,Suburb: Midsize
GROVETON EL,228901102,43,Rural: Remote
GROVETON J H-H S,228901001,43,Rural: Remote
GRULLA EL,214901102,41,Rural: Fringe
GRULLA MIDDLE,214901041,41,Rural: Fringe
GRUVER EL,98901101,43,Rural: Remote
GRUVER H S,98901001,43,Rural: Remote
GRUVER J H,98901041,43,Rural: Remote
GUADALUPE EL,152901161,11,City: Large
GUERRA EL,108904109,13,City: Small
GUERRERO EL,71902163,11,City: Large
GUERRERO THOMPSON,227901186,11,City: Large
GUESS EL,123910112,12,City: Midsize
GUIDANCE CENTER,101917197,21,Suburb: Large
GUILLEN MIDDLE,71902044,11,City: Large
GUILLERMO FLORES EL,108912104,21,Suburb: Large
GULLEDGE EL,43910129,11,City: Large
GULLETT EL,227901117,11,City: Large
GUNN J H,220901047,11,City: Large
GUNSTREAM EL,43905113,21,Suburb: Large
GUNTER EL,91917101,42,Rural: Distant
GUNTER H S,91917001,42,Rural: Distant
GUNTER MIDDLE,91917041,42,Rural: Distant
GUS BIRDWELL EL,98904101,33,Town: Remote
GUS GARCIA MIDDLE,15905046,11,City: Large
GUS WINSTON CAIN EL,212906111,22,Suburb: Midsize
GUSTINE SCHOOL,47903001,43,Rural: Remote
GUTHRIE SCHOOL,135001001,43,Rural: Remote
GUTIERREZ MIDDLE,31903044,13,City: Small
GUYER H S,61901007,12,City: Midsize
GUZMAN EL,108902102,21,Suburb: Large
GW BRADFORD PRI,37907103,41,Rural: Fringe
H B GONZALEZ EL,15905117,11,City: Large
H B ZACHRY EL,240901121,11,City: Large
H BOB DANIEL SR INT,57907108,21,Suburb: Large
H C CARLESTON EL,20908104,21,Suburb: Large
H D HILLEY EL,71909102,21,Suburb: Large
H D STAPLES EL,126905101,21,Suburb: Large
H F MCNEILL EL,79901123,21,Suburb: Large
H F STEVENS MIDDLE,220912041,21,Suburb: Large
H G TEMPLE EL,3905101,41,Rural: Fringe
H G TEMPLE INT,3905103,41,Rural: Fringe
H GRADY SPRUCE H S,57905017,11,City: Large
H I HOLLAND EL AT LISBON,57905178,11,City: Large
H L HIGGINS EL,212906113,22,Suburb: Midsize
H M CARROLL EL,101924109,21,Suburb: Large
H M KING H S,137901001,32,Town: Distant
H O WHITEHURST EL,147902104,41,Rural: Fringe
H R MOYE EL,71902169,11,City: Large
H S #11,43905013,22,Suburb: Midsize
H S AHEAD ACADEMY,101912456,11,City: Large
H S FOR LAW AND JUSTICE,101912034,11,City: Large
H S POINT,101908007,21,Suburb: Large
H T FAULK EL,205901101,31,Town: Fringe
H T JONES EL,237904104,41,Rural: Fringe
H W SCHULZE EL,15904108,11,City: Large
HAAS MIDDLE,178904048,11,City: Large
HAC DAEP H S,15904003,11,City: Large
HAC DAEP MIDDLE,15904045,11,City: Large
HACIENDA HEIGHTS EL,71905108,11,City: Large
HACKBERRY EL,61914105,21,Suburb: Large
HACKNEY PRI,3903126,33,Town: Remote
HAGGARD MIDDLE,43910044,11,City: Large
HAILEY EL,170902113,13,City: Small
HAIRGROVE EL,101907128,21,Suburb: Large
HALE CENTER H S,95903001,42,Rural: Distant
HALE COUNTY JJAEP,95905004,33,Town: Remote
HALE EL,220901153,11,City: Large
HALEY J EL,57912106,12,City: Midsize
HALEY T EL,57912107,12,City: Midsize
HALL CENTER FOR EDUCATION,101902013,11,City: Large
HALL MIDDLE,184903041,31,Town: Fringe
HALLETTSVILLE EL,143901101,43,Rural: Remote
HALLETTSVILLE H S,143901001,43,Rural: Remote
HALLETTSVILLE J H,143901041,43,Rural: Remote
